Date,AAISA.SN,AAPLCL.SN,ABBVCL.SN,ABC.SN,ACWXCL.SN,ADBECL.SN,AGG-CL.SN,AGUAS-A.SN,ALMENDRAL.SN,AMDCL.SN,AMZNCL.SN,ANDINA-A.SN,ANDINA-B.SN,ANTARCHILE.SN,AZUL-AZUL.SN,BACCL.SN,BANVIDA.SN,BCI.SN,BESALCO.SN,BLUMAR.SN,BSANTANDER.SN,CAMANCHACA.SN,CENCOMALLS.SN,CFI-CGGCUF.SN,CFI-ETFUSD.SN,CFI-FTXDFE.SN,CFI-MAGSIE.SN,CFIACESA-E.SN,CFIACESC-E.SN,CFIADI6A.SN,CFIADI6FID.SN,CFIAFIIA-E.SN,CFIAMDDA-E.SN,CFIAMDDC-E.SN,CFIAMDVADA.SN,CFIAMDVAMA.SN,CFIAMDVASC.SN,CFIAMDVATA.SN,CFIAMSLPA.SN,CFIANM7A-E.SN,CFIARRAA-E.SN,CFIBALT1.SN,CFIBCCHIGA.SN,CFIBCCHIGI.SN,CFIBCHDCPA.SN,CFIBCHDLPA.SN,CFIBCHMPGB.SN,CFIBCHMPUS.SN,CFIBMPEM-E.SN,CFIBMPEU-E.SN,CFIBPDCCHA.SN,CFIBPDCCHF.SN,CFIBRGLO.SN,CFIBTGDAPA.SN,CFIBTGDAPF.SN,CFIBTGDAPG.SN,CFIBTGDEA.SN,CFIBTGFGIA.SN,CFIBTGGBDA.SN,CFIBTGGBDI.SN,CFIBTGPLAT.SN,CFIBTGRCA.SN,CFIBTGRE.SN,CFIBVCAP.SN,CFIC2VGLOB.SN,CFICGGCPA.SN,CFICOMDPA.SN,CFICOMDPB.SN,CFIDHS2-A.SN,CFIEARFCHA.SN,CFIETFCC.SN,CFIETFCD.SN,CFIETFGE.SN,CFIETFLP.SN,CFIFALCDCG.SN,CFIFALCDCW.SN,CFIFALCFIA.SN,CFIFALCFIG.SN,CFIFALCFIW.SN,CFIFALCGLA.SN,CFIFTCLPP.SN,CFIFTRLPP.SN,CFIFTRLPPI.SN,CFIFTUFP.SN,CFIFYNDE3A.SN,CFIFYNDETA.SN,CFIFYNDI2A.SN,CFIFYNGIIS.SN,CFIFYNRF2A.SN,CFIFYNSADA.SN,CFIFYNSADB.SN,CFIGC.SN,CFIHMCRGPB.SN,CFIHMCRGPC.SN,CFIHMCUSBP.SN,CFIHYUF-A.SN,CFIIMSCLB.SN,CFIIMSCLI.SN,CFILTLIQ-A.SN,CFILVCOR-A.SN,CFILVCOR-I.SN,CFILVCOR-M.SN,CFILVCOR-O.SN,CFILVDPU-E.SN,CFILVFA-L.SN,CFILVPARI1.SN,CFIMBD3A-E.SN,CFIMBD4C-E.SN,CFIMBIAR-A.SN,CFIMBIDA-A.SN,CFIMBIDA-B.SN,CFIMBIDA-D.SN,CFIMBIDC-A.SN,CFIMBIDT-A.SN,CFIMBIDT-B.SN,CFIMBILA-A.SN,CFIMBIRF-A.SN,CFIMBIRFUS.SN,CFIMCUMI.SN,CFIMCUMR.SN,CFIMDCHA.SN,CFIMDCHD.SN,CFIMDCHI.SN,CFIMERPA.SN,CFIMRCLP.SN,CFIMRCLPR.SN,CFINASDAQ.SN,CFINHRFLA.SN,CFINVCHXA.SN,CFINVRFLI.SN,CFINVSDPR.SN,CFIPADIA.SN,CFIPADIF-E.SN,CFIPCP7C-E.SN,CFIPIONERO.SN,CFIPIONR.SN,CFIPK13C-E.SN,CFIQAC.SN,CFIQDIA.SN,CFIQEAA.SN,CFIQGD-A.SN,CFIQGE-A.SN,CFIQRGA-E.SN,CFIQRGH.SN,CFIQRL-A.SN,CFISAHRA-E.SN,CFISP500.SN,CFISUDPCAA.SN,CFISURI3.SN,CFITDPFI-E.SN,CFITOABA-E.SN,CFITODPA-E.SN,CFITODPX-E.SN,CFITTTAA-E.SN,CFIVNTDP-E.SN,CFIWEG-1.SN,CFMCCDCIGB.SN,CFMCCMPLZB.SN,CFMCGACHA.SN,CFMCGACHB.SN,CFMCGACHD.SN,CFMCGDCHA.SN,CFMCHAB.SN,CFMDIVO.SN,CFMIMTDEUB.SN,CFMITADPF2.SN,CFMITAFDF4.SN,CFMITNIPSA.SN,CFMSECGLDK.SN,CFMTOEEQUB.SN,CGET.SN,CHILE.SN,CNECCL.SN,CNECUS.SN,COLBUN.SN,CONCHATORO.SN,CRISTALES.SN,CRMCL.SN,CTC.SN,CUPRUM.SN,DAVIVIENUS.SN,DISCL.SN,ECH.SN,ECL.SN,EEMCL.SN,EMB-CL.SN,EMBONOR-A.SN,EMBONOR-B.SN,ENAEX.SN,ENELAM.SN,ENELCHILE.SN,ENELGXCH.SN,ENLASA.SN,ENTEL.SN,EWGCL.SN,EWJCL.SN,EXITOCL.SN,EXITOUS.SN,FALABELLA.SN,FORUS.SN,FOSFOROS.SN,FROWARD.SN,FXICL.SN,GASCO.SN,GDX.SN,GILDCL.SN,GOOG.SN,GOOGCL.SN,GOOGLCL.SN,HABITAT.SN,HDCL.SN,HEWJ-CL.SN,HIPERMARC.SN,HIPICO.SN,HITES.SN,HODL.SN,HWM.SN,HYGCL.SN,IAM.SN,IAU.SN,IAUCL.SN,IBITCL.SN,ICLNCL.SN,IDUCL.SN,IEVCL.SN,IGSB.SN,IGSBCL.SN,ILC.SN,ILFCL.SN,INDA.SN,INDYCL.SN,INTCCL.SN,ITAUCL.SN,IUSG-CL.SN,IVV.SN,IVVCL.SN,IVWCL.SN,IXUS.SN,IYH-CL.SN,IYW.SN,IYWCL.SN,JPM.SN,LIPIGAS.SN,LLYCL.SN,LQD.SN,LQDCL.SN,MACL.SN,MALLPLAZA.SN,MANQUEHUE.SN,MARINSA.SN,MDLZCL.SN,META.SN,METACL.SN,MINERA.SN,MO.SN,MOLYMET.SN,MRK.SN,MS.SN,MSFT.SN,MSFTCL.SN,NAVIERA.SN,NEAR.SN,NFLXCL.SN,NITRATOS.SN,NORTEGRAN.SN,NTGCLGAS.SN,NUAM.SN,NVDA.SN,NVDACL.SN,ORO-BLANCO.SN,OXIQUIM.SN,PARAUCO.SN,PASUR.SN,PAZ.SN,PEHUENCHE.SN,PLANVITAL.SN,PROVIDA.SN,PUCOBRE.SN,QUINENCO.SN,RIPLEY.SN,RTX.SN,RTXCL.SN,SALFACORP.SN,SCHWAGER.SN,SCOTIABKCL.SN,SECURITY.SN,SGOV.SN,SGOVCL.SN,SHV.SN,SHYCL.SN,SHYG.SN,SLV.SN,SMH.SN,SMU.SN,SOCOVESA.SN,SOQUICOM.SN,SPCLXIGPA.SN,SQM-A.SN,SQM-B.SN,SUSBCL.SN,TECBCL.SN,TLH.SN,TRICOT.SN,TSLA.SN,TSLACL.SN,TXNCL.SN,UNHCL.SN,USB.SN,USMV-CL.SN,USXFCL.SN,VSPT.SN,WALMARTCL.SN,WFCCL.SN,ZOFRI.SN
2022-04-29,,134094.09375,,,,,,125.1076202392578,16.964582443237305,,105316.25,1056.855712890625,1239.052734375,6259.61181640625,583.0,,211.0234832763672,17100.486328125,234.6064453125,206.7235870361328,34.71596908569336,41.295143127441406,703.5790405273438,,,,,,,,,,,1069.8359375,,,,,,,,1436.199462890625,,,,,,2274.049072265625,1289.3634033203125,1176.708251953125,,,,,,,,6805.86083984375,,,,18798.365234375,14194.1064453125,,,,,,,1120.767822265625,1129.6712646484375,994.7777709960938,1717.4481201171875,,,,,,,1076.3829345703125,,106.32484436035156,,,,,,,,,,,,,,,,,,32840.296875,,,11840.43359375,1331.0723876953125,13285.2001953125,,,,29276.45703125,13669.4658203125,,,,,12451.7275390625,693436.8125,,45911.48828125,,,,,,573.688232421875,,12769.453125,880.0802001953125,13461.7197265625,,,1022.1854248046876,,,,,,,,,,,,,,,,1091.7203369140625,,,,,72.49512481689453,,,,,,,,,,,,1254.203125,,,,2883.832763671875,,,,70.71697235107422,,,60.90961837768555,1135.097412109375,3043.095947265625,,,,,108416.5703125,,387.8599853515625,33297.90625,,,768.1341552734375,7303.24560546875,89.29315948486328,19.966938018798828,98.18170928955078,,2352.136962890625,20803.9140625,,,,2350.54736328125,846.0332641601562,,,,1096.2001953125,,,120.09186553955078,,77282.40625,288.94287109375,,,,,118.2846908569336,,,55967.9921875,277.6749267578125,,,,,,,,,2791.738525390625,17820.375,,,36609.20703125,7461.1484375,,412.0951232910156,342042.84375,,,,91.01287841796876,76618.5078125,,,,,86361.8125,,744.9014892578125,49.224082946777344,,,,155565.734375,12305.47265625,,,,,275.6077880859375,,24.99715042114257,,,2.238055467605591,6.964191913604736,,,,,6.471298694610596,,687.6956787109375,,230.97804260253903,,,419.1461791992188,,1558.8160400390625,111.3056869506836,,,215.19927978515625,,,83.95947265625,,,97.68401336669922,,,,114.48728942871094,61.57450866699219,91.68084716796876,213.7805328369141,,54683.43359375,60400.01953125,,,,201.78477478027344,,,,,,,,,34535.88671875,,247.8563232421875
2022-05-31,,136520.203125,,,,,,144.07395935058594,24.19325828552246,,101550.0,1092.702392578125,1318.5919189453125,6698.650390625,583.0,,228.0035552978516,19828.529296875,291.9223022460937,,34.85980987548828,49.98686218261719,709.2971801757812,,,,,,,,,,,,,,,,,,,1436.199462890625,,,,,,2144.373291015625,1255.5650634765625,1183.759033203125,,,,1328.75,,,,,,,,20453.931640625,15089.8583984375,,,,,,,,1133.126220703125,1000.8866577148438,1658.5513916015625,,,,,,,,,107.0453643798828,,,,,,,8431.7685546875,,,1058.300048828125,,,,,,,,33229.17578125,,,11997.435546875,1383.56787109375,13381.7548828125,,,,,13765.9873046875,,,,12230.6943359375,12579.4794921875,724869.125,,44324.71875,,,,,1171.78076171875,576.2325439453125,,12869.2705078125,833.1911010742188,13603.9404296875,,,1035.041259765625,,,,,,,,,,,,,,,,1006.1892700195312,,,,,72.87128448486328,,,,,,,,,,,,1284.9000244140625,,,,3145.800048828125,,,,71.20696258544922,,,61.48231887817383,1198.9168701171875,2889.50146484375,,,18.528076171875,,,,395.4500122070313,32893.765625,,,886.3866577148438,7484.59375,89.1642837524414,18.97236442565918,92.27278137207033,,2643.069091796875,,,,,2367.231689453125,1019.1554565429688,,,,1102.752685546875,,,,,,339.4642333984375,,,,,119.31974029541016,,,55984.58203125,334.8576354980469,,,,16396.28125,,,,,2573.010009765625,,,,,8876.193359375,,409.4518127441406,329000.09375,,,,88.08985900878906,72483.7890625,,1457.6207275390625,,,85496.984375,,753.0431518554688,50.63417053222656,,,190.59539794921875,155565.734375,12998.7890625,,4010.021484375,,,254.03936767578125,,23.99726676940918,,,3.992604732513428,8.7072114944458,,,,,8.373106956481934,,767.5300903320312,,293.5367126464844,714.5542602539062,,406.37646484375,3730.206787109375,1997.287109375,132.51951599121094,,,251.1017608642578,0.4628690183162689,,98.45867919921876,,,,,,,,79.05099487304688,110.59717559814452,259.969970703125,,75941.234375,83955.1953125,,,,244.7177276611328,,,,,,,,,34977.62890625,,301.5614929199219
2022-06-30,157.075927734375,136520.203125,,,,,,123.14762878417967,23.505014419555664,,101800.0,1130.43603515625,1309.0789794921875,7093.27099609375,,,,17406.33984375,224.562255859375,207.1113739013672,31.34844398498535,47.52701187133789,675.4902954101562,,,,,435.1219482421875,447.235595703125,,,,1109.9075927734375,1090.124267578125,,,,,,,,1587.1123046875,,,,,,2050.470947265625,1343.015625,,,,,1336.9200439453125,,,,,,,,22459.216796875,,,,,,,,1144.78466796875,1148.722900390625,1006.31689453125,1693.8800048828125,,,,,1197.3314208984375,,1071.699951171875,,108.17481231689452,101.6082000732422,,,,,,8630.3486328125,,,1150.5,,,,,,,,33630.91015625,,,,1372.82568359375,13481.8515625,,,,,13809.4072265625,,,,12302.447265625,12674.8115234375,,,48770.76953125,,,,,1228.3697509765625,578.5908203125,,13249.0146484375,858.8331298828125,13666.2001953125,,,1045.453369140625,,,,,,,,,,,,,,,,1006.1892700195312,,,,,74.14910888671875,,,,,,,,,,,,1245.5,,,,2889.89990234375,,,,69.34664916992188,,,63.49174118041992,1157.4161376953125,2860.23193359375,,,18.528076171875,,,,357.0,34662.5703125,,716.773193359375,876.4501953125,7658.560546875,87.09442138671875,18.64881896972656,84.14252471923828,,2462.801513671875,,,,,2110.0947265625,895.7252197265625,,,,,,,,,,237.667724609375,,,,15060741.0,90.8512191772461,,,54769.92578125,264.8193664550781,34.41999816894531,34.41999816894531,,16508.6796875,,,,,2304.870849609375,,,,36908.26953125,7362.5244140625,,374.3987426757813,334072.0,,,,80.4680404663086,73918.28125,,1502.715576171875,,,84764.0625,,669.2169189453125,,,,,,,,,,70.54512023925781,252.12478637695312,,23.99726676940918,,,2.700079679489136,6.948225021362305,,,,,6.298309803009033,,687.0523071289062,5098.619140625,246.72496032714844,,,420.3348083496094,,1683.8271484375,128.09336853027344,,,210.518310546875,0.4628690183162689,,97.35614013671876,,,,,,,,71.99272918701172,,268.6080017089844,,64183.06640625,74982.328125,,,,250.7798767089844,,,,,,,,,,,266.7001342773437
2022-07-29,131.1681365966797,,,,,,,151.58876037597656,18.540740966796875,,110004.0,1120.4525146484375,1307.0006103515625,7609.36669921875,583.0,36352.4921875,215.65966796875,17617.583984375,247.2262725830078,220.9701385498047,30.197731018066406,52.176719665527344,786.236083984375,,,,,,,,,,,1098.4693603515625,,,,,,,,,,,,,,2126.77294921875,1288.438720703125,,,,,1337.06005859375,,,,6604.17822265625,,,,22435.70703125,15361.240234375,,,,,,,1167.769287109375,1171.0321044921875,1011.068115234375,1767.854736328125,,,,,1207.7030029296875,,,,108.87586212158205,102.54318237304688,,,,,,8682.5126953125,,,1157.5999755859375,,,,,,,,34182.7734375,12594.5595703125,,,1388.0125732421875,13589.18359375,,,,,13913.5087890625,,,,,12836.453125,658629.3125,,,,,,,,580.5879516601562,,12958.62890625,915.8574829101562,13794.23046875,,,1054.959228515625,,,,,,,,,,,,,,,,1096.316650390625,,,,,74.90927124023438,,997.9610595703124,,,,,,,,,,1330.300048828125,,,,3042.39990234375,,,,71.00764465332031,,,76.51799774169922,1117.8515625,2984.896240234375,,,,,,23.45662307739257,408.0,34584.8046875,,,873.4365234375,7848.52490234375,91.19415283203124,23.18744468688965,90.38739013671876,,2558.0,,,,,1972.693115234375,963.7216796875,,,,1006.69482421875,,,,95172.6953125,,244.70944213867188,,,,,84.58497619628906,,,55032.70703125,327.3979797363281,,,,18984.25390625,,,,,2238.022216796875,,,,,8348.767578125,,407.7455139160156,358493.40625,,,40217.26171875,87.95018768310547,79170.578125,,,,102.9021453857422,85012.2421875,,723.81787109375,49.83235549926758,,,159.23587036132812,162836.328125,,,,,76.54022979736328,272.4823303222656,,,,,3.1609225273132324,8.287883758544922,,,,,7.747920513153076,,730.7432861328125,,221.2888641357422,,,418.7962951660156,3588.103759765625,1833.500732421875,118.81700134277344,,,223.53700256347656,0.4628690183162689,,101.3585205078125,,,,,,18.65999984741211,,76.22955322265625,79.63704681396484,271.27734375,,69822.3046875,87723.453125,,,,,,,,426593.78125,,,,5.73396635055542,,,286.49188232421875
2022-08-31,133.12318420410156,141906.859375,,,,,,163.75755310058594,17.688983917236328,,123144.0,1172.650146484375,1496.705810546875,7641.46044921875,,,208.89588928222656,18528.189453125,329.9942932128906,230.4592742919922,30.46002769470215,49.236907958984375,1027.1463623046875,,,,,,,,,,,1129.7607421875,,,,,,,,1551.7760009765625,,,,,,2034.8189697265625,1271.62744140625,1057.4759521484375,,,,1326.77001953125,,,,8167.18359375,,,,21234.169921875,16082.7685546875,,,,,,,,1158.396728515625,1019.5042114257812,1703.2012939453125,,,,,,,,,109.94689178466795,103.51753997802734,,,,,,8739.6298828125,,,1110.4000244140625,,,,,,,,33530.07421875,12523.638671875,,,1402.2630615234375,13717.796875,,,,34804.91015625,14058.8486328125,,,,,12774.6748046875,,,48082.0,,,,,1234.9359130859375,582.6585083007812,,12970.916015625,890.3051147460938,13812.7998046875,,,1063.312744140625,,,,6120.93408203125,,,,,,,,,,,,1081.6285400390625,,,,,75.69812774658203,,,,,,,,,,,,1369.800048828125,,,,3222.10009765625,,,,70.61731719970703,,,87.37488555908203,1005.7990112304688,2970.359619140625,,446.5,18.528076171875,,106521.3125,,495.0,34242.81640625,,,972.543212890625,7703.84228515625,97.0937728881836,26.44087600708008,109.5754165649414,,2446.49169921875,21048.9375,,,,2072.800048828125,1114.95703125,,,,866.4010620117188,23.22337913513184,,,106566.671875,,270.7171325683594,,,,,106.36763763427734,,,57023.88671875,375.4632873535156,,,,18984.25390625,40417.59375,,,,2906.7568359375,,,,,8576.0322265625,,393.0299377441406,346323.15625,58690.63671875,,,84.24900817871094,75195.6953125,,1471.868408203125,,,87465.0,,945.4689331054688,62.633750915527344,,,155.95164489746094,,11697.1103515625,,4099.71484375,,,259.76812744140625,,23.99726676940918,,,3.05895733833313,8.437844276428223,,,,,7.68693733215332,4885.22265625,909.8761596679688,4698.7275390625,298.68798828125,790.2431640625,,489.3083190917969,3428.23779296875,1733.892822265625,144.88800048828125,,,286.8964538574219,0.4292058050632477,,108.62322998046876,,,,,,,,80.85528564453125,113.54669952392578,259.2801208496094,,70266.546875,87824.421875,,,,302.24786376953125,,,,,,,28854.638671875,,,,306.1734619140625
2022-09-30,135.3921356201172,,,,,,,156.75152587890625,18.24821662902832,,113463.0,1166.388916015625,1366.1322021484375,7148.5595703125,583.0,,,17264.904296875,310.6742858886719,216.54054260253903,28.61549949645996,53.51663589477539,816.8643798828125,,,,,,481.1647338867188,,,,1121.3109130859375,,,,,,,,,,,,,,,1988.9158935546875,1211.6962890625,1045.928466796875,,,,1300.4000244140625,,,,,,,,19600.7734375,,,,,,,,,1147.439697265625,1026.1949462890625,1664.7265625,,,,,,,,,,104.5017318725586,,,,,,8961.591796875,,,1168.5999755859375,,,,,,,,33527.1796875,,,,1422.6337890625,13780.427734375,,,,,14194.5859375,,,,12314.0673828125,12647.92578125,715644.25,,51557.640625,,,,,,,,13289.6884765625,867.8920288085938,13847.9599609375,,,1078.0936279296875,,,,,,,,,,,,,,,,981.718994140625,,,,,,,,,,,,,,,,,1263.5999755859375,,,,2979.0,,,,70.73358154296875,,,84.9755630493164,1016.1556396484376,,,,18.528076171875,,,,455.0,32004.439453125,,725.4089965820312,948.4336547851562,8900.24609375,101.99346923828124,25.15568351745605,100.35529327392578,,2354.383056640625,21048.9375,,,,1894.177978515625,1096.6484375,,,27956.681640625,820.6630859375,,,,94983.125,108062.0234375,291.7880554199219,,,,,87.18658447265625,,,60659.23828125,339.59869384765625,,,,,,,,,2519.233154296875,,,,,7859.93408203125,,360.1566467285156,341815.5625,,,41149.4375,,71933.484375,,1636.9993896484375,,92.26323699951172,89849.4375,,735.1032104492188,55.0579833984375,,,,,11997.0361328125,,,77.4319839477539,,233.61119079589844,229035.71875,,,,3.386845588684082,8.897727012634277,,,,,8.685667991638184,,806.602294921875,4748.71435546875,,816.2567138671875,,656.33935546875,3552.577880859375,1571.7215576171875,136.57461547851562,,,263.32086181640625,0.4207900166511535,,112.00638580322266,,,,,,,,79.6390609741211,107.02825927734376,267.5581970214844,,69804.3828125,88312.53125,,,,,,,,,,,,,,,306.2322082519531
2022-10-28,134.52223205566406,139324.109375,,,,,,165.97613525390625,17.559932708740234,,92938.0,1147.3988037109375,1371.370361328125,7149.45947265625,583.0,32242.90625,,18450.990234375,325.23712158203125,202.98175048828125,28.59857940673828,52.996673583984375,834.4957275390625,,,,,,,,,,1162.77392578125,,,,,,,,,,,,,,,2069.11474609375,1139.6514892578125,,,,1087.8199462890625,,,,,,,,,18548.474609375,,,,,,,,1145.66796875,1158.4954833984375,1035.8914794921875,1709.84521484375,,,,,,,,,111.29055786132812,,,,,,,,,,1132.199951171875,,,,,,,,33944.859375,,,,1437.2490234375,13902.43359375,,,,32667.267578125,14295.490234375,,,,12385.111328125,12758.296875,,,50043.19921875,,,,,,584.130859375,,,840.2568969726562,13977.5595703125,,,1090.6171875,,,,6299.60498046875,,,,,,,,,,,,981.718994140625,,,,,77.35839080810547,,,,,,,,,,,,1276.699951171875,,,,2970.300048828125,,,,71.66374206542969,,,92.68334197998048,987.4403076171876,3104.201171875,,,,,98113.71875,,554.010009765625,32004.439453125,,,886.3866577148438,8897.5458984375,93.4740219116211,29.83810806274414,105.66939544677734,,2528.384765625,,,,,1833.1541748046875,,,,,767.5541381835938,,,,87398.4453125,99513.78125,308.7289733886719,,,,,83.08368682861328,,,60951.2265625,372.9850158691406,31.440000534057617,31.440000534057617,,18684.5390625,,,,,2441.546630859375,,,,37228.19921875,7889.95068359375,,377.4760437011719,356491.59375,,,,74.29276275634766,73014.484375,,1638.4371337890625,,92.44379425048828,86598.984375,,774.7492065429688,,,,100.2688446044922,95013.9296875,10979.287109375,,,,73.91297149658203,223.1072998046875,210093.609375,23.99726676940918,,,3.143928289413452,8.843740463256836,,,,,7.975859642028809,5118.00927734375,767.5972900390625,,,889.2340087890625,,672.5635986328125,,1877.654296875,136.93682861328125,,,239.1881866455078,0.4235953092575073,,124.49021911621094,,,,,,,,81.8034439086914,105.61248779296876,263.35919189453125,,74398.09375,89787.953125,,,,243.1971740722656,,,,,,,,,35440.84765625,,306.98126220703125
